Gene,Pat3.Myeloid,Pat1.Myeloid,Pat2.Myeloid,Pat5.Myeloid,MS2.Myeloid,MS4.Myeloid,MS5.Myeloid
ZC3HC1,2.543,2.355,2.124,2.836,3.703,2.094,1.264
PHF7,2.815,1.467,1.816,1.655,0,2.347,1.52
PPHLN1,4.256,4.077,3.934,4.185,2.538,4.422,4.606
PDGFA,2.208,2.9,2.124,3.731,3.408,0.8619,2.094
SIRT7,3.414,2.653,3.098,3.554,0,2.914,2.243
RAB6B,0,0.6671,1.176,0,1.767,0,0
ARMCX3,3.773,4.898,4.591,4.743,4.156,4.422,4.686
TDP2,3.145,3.605,2.379,2.896,1.767,3.063,4.192
UFM1,4.061,4.65,4.54,4.808,2.538,4.117,4.228
FAM49B,6.21,5.93,6.499,6.395,5.815,6.205,6.418
GDE1,3.568,4.391,4.084,3.889,1.767,4.528,4.904
MED15,3.773,2.179,3.674,3.394,1.767,2.914,2.617
PIAS4,2.208,1.978,2.692,3.167,3.038,3.729,2.379
SRRT,4.344,4.025,4.12,4.324,4.156,3.539,3.766
ATP5G1,4.256,3.673,3.233,3.167,3.038,3.897,3.862
NOP58,4.21,4.431,4.188,4.586,3.038,4.422,3.495
GET4,2.933,3.459,3.296,2.955,1.767,2.094,2.723
DPH5,3.24,3.01,3.025,2.13,3.038,2.347,3.083
ERGIC3,4.752,4.22,4.253,4.233,3.038,4.627,5.645
CCZ1,,,,,,,
DYNC2LI1,3.493,3.605,2.595,2.896,3.703,3.729,1.927
SLC25A39,4.752,5.357,4.823,4.958,4.156,4.848,6.215
LUC7L2,4.344,4.581,4.514,5.054,4.646,3.974,3.908
C14orf166,4.21,3.534,4.284,4.368,4.899,4.528,4.578
PDK2,0,0,0,0,0,0,0
YPEL5,4.21,4.308,4.591,4.084,4.338,5.075,4.904
PDK3,0.6812,1.978,2.124,1.342,3.038,1.398,2.243
RASD1,0.6812,0,0.5059,0.3862,0,2.749,1.927
STYXL1,2.006,1.467,1.632,1.655,1.767,2.562,2.914
NUB1,3.708,3.86,4.253,4.11,3.408,4.366,4.298
HSPB11,3.043,3.738,3.025,3.308,1.767,3.974,3.303
SARAF,6.397,6.241,6.344,7.028,6.37,7.006,7.042
TPPP3,0.6812,0,0.5059,0,5.011,2.562,1.52
LSM7,3.836,3.295,3.098,3.308,4.156,3.897,3.233
TRAPPC2L,2.385,1.467,1.816,2.227,1.767,2.749,3.083
VPS29,5.821,5.957,5.952,5.508,6.566,5.271,5.443
ATP5G2,6.233,6.207,6.431,5.998,6.094,7.06,7.613
PDPK1,3.414,3.605,3.934,3.476,1.767,4.627,3.766
EMCN,0,0,0.5059,0,2.538,0,0
CYB5R1,3.836,2.653,3.233,4.185,3.408,3.897,3.766
SELENOT,4.99,5.133,5.247,5.054,4.899,5.597,6.251
RAB23,0,0,0,0,0,2.094,0.5528
CAB39,5.121,4.683,4.54,4.727,3.947,4.763,5.443
DNAJB11,4.112,4.174,4.154,4.41,3.703,4.476,4.66
CMPK1,4.061,4.22,4.253,4.279,4.156,5.24,5.013
ARID4B,4.581,5.971,5.324,4.808,4.899,5.208,5.171
ERAP1,3.708,3.738,3.575,4.031,4.338,4.183,3.766
TMEM8B,1.142,0.6671,0.5059,0.6905,0,2.562,0.5528
CDK12,3.708,4.926,4.54,4.233,2.538,4.117,4.429
C9orf78,5.218,4.926,5.309,4.233,5.302,4.888,4.949
ATP8A2,0,0,0,0,1.767,0,0
RAB8B,3.043,3.206,2.868,3.627,1.767,4.183,4.633
GNG13,0,0,0,0,0,0,0
KDM3B,4.061,4.025,3.674,4.004,3.703,3.815,3.766
ATP5G3,4.506,4.174,3.852,4.256,5.011,5.109,6.362
COQ3,0.6812,2.179,1.176,0.6905,0,0,1.264
PEPD,3.773,4.174,4.154,3.591,4.899,4.308,5.054
PER1,2.933,3.605,2.491,4.031,4.5,3.897,1.52
GATB,0.6812,2.179,2.124,2.227,2.538,0.8619,2.243
PEX1,3.568,3.295,3.025,3.627,3.038,1.398,3.303
PEX6,2.385,2.512,1.978,3.117,1.767,1.398,2.822
CFP,0,0,0,0,2.538,3.063,2.723
PFDN1,3.708,3.534,3.81,3.515,4.338,3.897,5.488
PFDN2,3.33,3.206,4.315,3.591,5.011,4.183,4.228
PFDN4,1.771,2.653,2.379,1.912,3.408,3.063,2.503
ATP8B1,1.142,1.467,0.8798,0.9417,1.767,1.398,0
PFKFB1,,,,,,,
PFKFB2,3.708,3.605,3.766,4.279,3.038,3.729,3.862
PFKFB4,2.208,0.6671,1.422,1.912,0,2.094,2.914
PFKM,1.491,1.978,1.422,0.9417,0,0.8619,0.9515
PFN1,7.44,6.966,7.394,6.748,6.602,8.12,9.063
CDK14,0,0.6671,0,0,1.767,2.562,1.927
ATP5J,4.544,4.545,4.403,4.233,3.408,5.176,5.473
PGAM1,4.784,4.616,5.077,3.918,5.933,5.109,6.188
PGK1,5.474,5.417,5.412,6.252,6.328,5.884,6.197
PGM3,2.815,1.978,3.098,3.394,1.767,2.094,2.243
PGM5,4.387,4.025,4.188,4.346,2.538,1.398,1.264
PHB,2.208,1.122,1.632,1.655,0,2.347,2.379
SLC25A3,6.884,7.039,6.486,6.526,7.715,6.911,6.952
PHF2,3.33,3.379,3.674,3.796,3.408,3.974,3.303
ATP6V1B2,6.113,6.571,6.252,6.487,6.094,6.557,7.472
PHKG1,0,0,0,0,0,0,0.5528
PHKG2,4.008,3.738,4.315,4.004,3.038,2.914,3.37
PHYH,1.142,1.467,1.176,0.6905,1.767,1.398,3.233
SERPINB6,6.008,5.568,5.942,5.782,5.302,5.208,5.518
SERPINB10,0,0,0,0,1.767,0,0
ATP6V1C1,4.162,3.534,3.766,4.135,4.156,3.729,5.094
PIK3C2B,3.414,3.534,3.167,2.772,3.038,2.094,1.927
ATP6V1E1,4.061,4.308,4.403,4.302,5.212,4.848,4.97
PIK3CG,3.953,4.308,4.011,3.065,1.767,3.897,3.16
PIK3R1,5.454,6.075,5.611,5.498,4.156,5.714,5.684
ACP2,2.208,3.673,2.783,3.065,0,2.562,4.812
PITPNA,3.33,4.431,3.47,3.663,4.899,3.974,4.365
PKD1,2.543,2.512,2.868,3.011,1.767,2.749,3.495
PKM,6.428,5.971,6.479,5.79,6.192,6.088,8.138
PLAGL1,4.752,4.898,4.514,5.054,4.646,4.183,3.815
PLAUR,3.773,4.35,3.356,5.79,3.038,4.627,7.082
IL17D,0,0,0,0,0,0,0
ZFYVE1,2.208,2.355,2.949,2.319,2.538,2.347,2.723
SHC3,1.142,1.978,1.632,1.655,0,0,0
PLD1,4.21,4.391,3.72,4.084,3.038,2.562,3.37
NUP54,3.043,3.534,2.783,3.352,1.767,3.321,2.822
PLD2,4.008,3.534,4.048,4.058,2.538,3.198,3.862
PLEC,5.605,5.768,6.01,6.156,5.011,5.522,5.226
STX18,2.543,3.379,3.47,3.591,4.156,3.434,3.553
PLGLB1,1.491,1.467,1.422,1.655,2.538,1.398,2.094
PLOD2,0,0,0.5059,0,1.767,2.347,0
MBD3,3.414,3.111,3.414,3.796,2.538,3.063,2.617
ADAM22,1.142,0,0,0.3862,3.703,0.8619,0
BCO1,,,,,,,
PTOV1,3.414,1.978,2.868,3.262,3.038,3.729,3.233
PML,4.256,3.01,4.048,3.011,4.646,3.434,4.332
PMM1,2.385,1.978,1.632,1.655,0,1.398,1.264
PMM2,0.6812,1.978,0.5059,0,0,0.8619,0.5528
PMP2,1.142,1.467,1.422,0.6905,3.947,2.094,0.9515
PMS1,4.846,5.007,4.926,4.058,4.778,2.914,3.16
PPIL3,3.836,4.126,4.46,3.262,4.156,3.539,3.664
CSNK1G1,3.493,4.077,3.72,3.918,3.947,3.434,3.495
SLC37A1,2.815,2.179,3.098,2.706,0,2.749,2.822
PCBP3,0,1.122,1.422,0.3862,0,0,0
LINC00158,0,0.6671,0,0,0,0,0
SEPT4,0,0,1.422,0,5.212,0,0
MRPL39,2.208,2.355,1.422,1.342,2.538,1.398,2.379
KCNK10,0,0,0.8798,0,0,2.562,1.264
POLA1,1.142,2.782,2.124,2.025,1.767,2.347,1.738
POLB,4.544,3.972,4.154,4.87,1.767,3.434,3.233
POLD1,0.6812,1.122,1.632,0.6905,0,2.094,0.5528
POLD2,1.771,1.978,2.124,1.789,0,2.749,2.503
POLR2D,4.008,3.917,4.048,3.515,4.778,3.637,3.233
GDAP1,2.815,3.111,2.868,2.955,2.538,1.398,2.094
POLR2E,4.112,4.126,3.81,3.918,4.338,4.719,4.429
DPM3,2.385,0.6671,1.632,1.342,1.767,2.347,2.243
POLR2I,2.208,2.179,2.379,2.025,1.767,2.749,2.723
POLR2J,3.043,3.01,3.524,3.065,1.767,4.422,4.192
POLR2L,2.006,2.355,3.025,3.065,3.947,4.422,4.429
NLGN3,0,0,0.5059,0.3862,1.767,0,0
SIAE,1.491,1.978,0.5059,1.507,3.038,0,2.094
POLRMT,1.142,2.179,1.422,2.227,2.538,2.749,2.379
GAR1,2.385,2.653,2.491,2.227,0,1.788,3.083
GFOD1,0.6812,0,0.5059,0.3862,2.538,2.094,2.094
PON1,0,0.6671,0,0,0,0,0
RIN2,6.125,6.632,6.336,6.99,6.144,4.047,4.992
FBXO42,3.64,3.605,3.973,3.764,1.767,3.815,3.495
PON3,,,,,,,
MRPS21,4.21,5.007,4.591,4.16,4.899,4.422,4.398
RETREG1,0,0.6671,0,0,1.767,2.094,1.52
ETAA1,2.208,2.512,2.692,2.955,0,2.347,1.927
MIOS,3.64,4.126,4.12,4.854,4.646,2.914,3.553
ZFAND6,4.112,3.673,4.315,4.64,2.538,3.897,4.49
POR,3.145,2.653,3.674,3.352,1.767,3.321,3.001
TMX3,4.544,4.716,4.432,4.675,3.703,3.637,4.606
PRMT7,2.933,0.6671,2.783,2.405,2.538,1.788,2.379
SMOX,1.491,1.745,2.124,1.156,1.767,0,0.9515
TMCO1,4.21,4.391,4.54,4.604,3.947,4.476,4.712
ATR,3.24,4.025,3.296,3.394,2.538,3.539,3.815
POU2AF1,3.493,2.782,2.692,0.3862,4.338,3.063,0.5528
ZDHHC13,2.208,1.122,2.124,0.6905,1.767,1.398,1.52
HMGCLL1,0,0,0,0,1.767,0,0
PUS7,2.385,1.745,1.176,1.342,3.038,1.788,1.52
WDR44,3.33,3.379,3.233,2.563,3.408,3.321,2.503
ASNSD1,2.685,4.126,3.414,3.308,2.538,3.434,3.37
USP53,6.174,6.011,6.431,6.941,4.899,3.539,3.001
EXOC6,4.387,3.86,3.625,3.697,3.947,3.539,3.716
DDIT4,1.491,2.653,0.5059,2.227,2.538,3.815,1.927
MTMR12,4.061,3.379,4.084,3.554,5.115,4.528,3.16
SDK2,0.6812,0,1.176,0,3.038,0.8619,0
NECAB2,0,0,0,0,0,0.8619,0.5528
GNL3L,5.91,6.113,5.981,4.743,6.672,5.496,5.133
ING3,3.708,3.673,4.22,4.209,3.038,3.063,3.716
POU3F4,,,,,,,
GNB1L,1.491,0,1.632,0.3862,1.767,0,1.264
LZTFL1,2.208,1.978,1.422,1.789,0,2.562,1.52
MXRA8,,,,,,,
NDFIP2,0.6812,0,0,1.912,1.767,2.094,1.927
DDX56,3.493,3.8,2.868,3.591,2.538,1.788,3.001
INO80,2.815,3.534,3.575,3.308,1.767,3.434,3.908
ARL15,2.933,2.512,1.816,3.352,2.538,2.749,3.001
PARP14,5.967,6.275,6.565,6.143,5.011,5.942,6.169
MINDY2,6.29,6.173,6.275,6.143,6.192,4.719,4.949
POU6F1,1.771,0.6671,1.632,2.319,3.408,0,0
PPA1,0.6812,1.122,2.595,1.655,3.947,4.183,3.952
WDR74,4.846,2.355,3.47,2.636,3.703,3.198,2.094
TMEM106B,4.617,4.391,5.004,4.776,5.933,3.321,3.995
RSBN1,4.112,4.47,4.375,4.16,3.947,4.674,3.815
PPARD,3.895,3.673,4.011,4.346,4.156,4.117,3.083
LRRN3,0.6812,1.467,1.422,0,3.408,0,0.5528
CRLS1,3.145,2.782,3.233,3.554,3.038,3.637,3.664
CROT,2.006,2.512,2.257,2.13,1.767,0.8619,3.001
ZNHIT6,3.836,4.025,3.766,3.591,3.408,2.749,2.379
KIF1A,1.142,0.6671,0.8798,0.3862,4.778,1.788,0.5528
RRN3,3.493,3.86,3.414,3.889,4.156,3.974,4.155
PDP1,1.491,1.745,2.124,1.507,0,3.539,3.001
GPN2,4.061,4.35,4.188,3.515,4.338,4.117,3.001
MARCH5,3.414,3.01,2.692,3.065,1.767,3.815,3.664
PPAT,2.006,1.467,0.8798,1.156,3.038,2.094,1.52
OTUD4,3.708,4.308,3.72,4.004,3.408,3.729,4.192
TMED9,5.967,5.768,5.561,5.837,5.544,5.942,6.337
SLC35F2,0.6812,2.179,0.8798,0,1.767,1.788,2.094
XAF1,2.385,2.179,2.949,1.507,3.038,2.347,2.379
PPEF1,0,0,0,0,0,0,0
PCSK4,0,0.6671,1.176,0.3862,0,0,0
GRAMD1C,0,0.6671,1.176,0.3862,2.538,1.398,0.5528
ZRANB1,1.142,2.179,2.257,2.227,0,1.398,1.264
DIRAS2,0.6812,0,0,0,0,0,0
PPP1R12C,4.344,3.8,3.81,4.368,3.408,3.063,3.716
RNF111,3.708,4.126,4.12,4.324,4.338,3.198,3.495
PPIA,7.729,7.659,7.876,7.41,8.065,8.149,8.847
DNAJB12,3.568,3.206,3.025,4.389,3.038,3.974,4.116
TET2,5.194,5.859,5.181,5.119,4.899,4.366,4.686
KCTD9,2.815,3.673,2.491,3.262,2.538,3.198,2.822
TRPM4,3.33,2.355,2.595,2.486,2.538,1.398,1.927
TRIT1,2.815,2.355,2.692,3.011,3.038,3.637,2.243
CNNM2,1.491,1.978,1.816,2.13,1.767,2.347,1.52
ZNF586,1.142,0.6671,0.8798,2.13,1.767,1.398,1.927
PPID,2.208,1.745,1.816,0.9417,1.767,2.914,2.822
ZNF562,5.587,5.704,5.66,5.288,5.011,5.271,4.763
AFTPH,4.21,3.673,4.188,4.302,2.538,3.974,3.664
KLHL28,5.194,5.417,5.077,4.51,6.042,4.848,4.077
ZCCHC10,2.685,3.206,2.124,3.591,3.408,3.321,3.001
NDE1,3.33,2.9,3.296,3.065,3.038,3.434,3.233
TRPM7,4.752,4.716,4.641,4.491,5.875,4.927,3.952
APTX,1.771,2.512,2.491,2.636,4.156,2.347,2.914
MFSD6,0,1.467,0.8798,0.6905,3.408,2.914,2.503
SYTL2,1.142,0.6671,0.5059,0.3862,2.538,3.063,0.5528
SIDT1,2.385,3.379,2.783,3.065,3.408,3.974,2.723
DEF8,3.895,3.86,3.47,3.262,1.767,3.974,3.908
PAQR5,3.493,2.355,3.674,3.476,0,1.398,2.379
WDR55,2.685,2.512,2.783,3.764,3.703,2.562,3.16
ELP6,2.006,1.978,2.595,2.13,0,1.788,1.927
TMEM104,2.543,1.122,2.257,2.319,3.703,1.788,2.914
DCAF16,4.061,4.308,3.233,3.476,3.408,3.434,3.303
DPP8,4.962,5.752,5.369,4.87,5.115,4.848,4.97
ST7L,1.771,1.467,1.632,1.156,0,0,1.52
BCOR,3.64,3.206,3.934,3.764,3.038,3.974,3.16
TEX10,2.543,2.512,2.257,2.319,1.767,2.562,1.927
RETSAT,3.33,2.653,1.978,3.394,2.538,0.8619,3.001
NSUN2,3.568,4.581,3.524,3.918,4.899,4.308,3.766
ALKBH5,3.953,4.025,4.154,2.955,5.011,5.003,4.859
INO80D,3.895,4.077,4.084,3.436,1.767,3.637,3.61
MTMR10,4.21,4.65,4.54,5.206,4.899,4.422,4.52
RNF43,1.142,1.467,0,0,0,0,0
AUH,1.142,1.978,2.124,1.789,2.538,1.398,2.243
CDKAL1,2.006,2.9,2.491,2.405,3.408,1.788,2.617
FOCAD,2.006,1.978,1.632,0.9417,3.703,1.398,2.617
YTHDF1,3.33,3.295,3.766,4.11,4.5,3.198,3.61
TMEM260,3.836,4.545,3.575,3.554,3.408,3.539,3.495
CHTF8,3.64,2.782,2.783,3.394,3.703,4.183,4.077
UBE2R2,4.876,4.616,4.712,4.658,4.778,5.961,5.645
TMEM161A,2.543,2.782,2.379,2.486,3.038,2.347,2.503
ADPRHL2,1.491,2.179,2.783,3.065,3.038,1.788,3.16
SARS2,1.771,0.6671,1.176,1.789,0,1.788,0.5528
COMMD4,3.895,3.111,3.72,3.215,2.538,3.321,3.862
OCIAD1,5.241,4.839,5.247,5.054,5.815,4.966,5.488
FAM206A,1.142,1.745,2.124,2.486,0,2.347,2.822
DNAJC28,0.6812,1.467,1.422,0.3862,1.767,0.8619,0.9515
SLC41A3,3.24,3.01,3.098,3.167,3.038,2.094,2.379
MRPL16,3.773,3.459,3.356,3.515,4.156,3.637,3.495
PPM1B,4.846,4.581,4.345,4.76,5.212,4.578,3.908
TRNAU1AP,2.385,3.111,1.978,2.563,2.538,1.398,2.914
C1orf27,4.784,4.898,4.965,4.776,3.038,4.308,3.61
TXNL4B,0.6812,0.6671,1.176,2.025,0,0.8619,1.52
PPM1G,3.568,3.534,3.356,3.308,3.408,3.974,4.036
GEMIN8,1.142,1.467,1.422,1.342,0,0,1.264
PIGX,0,0,0,0,1.767,0,0.5528
TMEM70,4.467,4.126,3.72,3.627,3.408,4.719,5.279
HPF1,3.145,3.738,2.949,2.563,3.038,1.788,2.503
TMEM132A,0,0,0,0,1.767,0,0
INTS11,2.543,3.379,2.379,2.636,3.038,2.914,1.927
PPOX,3.043,1.467,2.124,1.912,0,1.788,1.927
HCFC1R1,1.771,1.467,1.978,1.789,0,2.562,3.233
C1orf123,3.64,2.782,3.025,3.308,1.767,3.063,3.553
ACSM5,5.995,5.688,6.161,6.099,5.468,3.729,4.264
ZNF770,0,2.179,1.978,1.655,1.767,2.347,3.083
PPP1CA,3.414,3.111,3.575,3.436,1.767,4.674,5.152
C1orf159,2.006,0.6671,1.176,1.655,0,0,0.5528
MARC2,0.6812,0.6671,0,0,1.767,0,0.9515
AURKAIP1,2.385,3.01,2.595,3.065,3.038,3.815,3.952
PPP1CB,4.061,4.22,3.47,4.71,4.5,5.47,5.736
TMCO3,3.33,4.22,3.296,3.796,5.388,3.063,2.379
LAMTOR1,4.21,4.265,4.566,4.135,3.703,4.528,5.074
RMND1,2.543,1.467,2.491,2.486,1.767,2.347,2.723
TRMT61B,2.543,1.467,1.422,1.789,3.038,2.749,1.738
HERC6,1.771,1.978,2.595,2.13,1.767,0.8619,2.243
C19orf24,2.685,1.122,1.816,2.319,2.538,2.914,3.495
PPP1CC,4.72,3.972,4.315,4.568,4.778,4.719,5.133
MCUB,2.543,1.745,2.257,2.319,3.408,3.063,3.716
PRPF39,4.008,3.295,3.524,2.772,2.538,2.749,2.617
TTC38,3.414,2.355,2.692,2.319,3.038,2.749,3.37
BANK1,2.208,1.467,1.978,1.342,1.767,3.063,1.52
HEATR3,2.385,2.653,2.949,2.836,3.408,3.815,3.37
C17orf80,2.385,3.295,2.783,2.636,1.767,2.749,1.738
SLC35A5,2.543,2.512,2.379,3.308,2.538,3.321,3.495
NOL8,4.99,5.204,4.188,4.41,3.947,4.806,4.578
PPP1R2,3.64,3.738,3.524,3.918,3.703,4.247,3.995
PLEKHB2,5.623,4.98,5.309,5.365,5.989,5.999,5.925
VPS37C,2.543,1.745,2.692,3.215,1.767,1.398,3.233
MRPL20,3.33,3.917,4.011,4.185,4.156,3.539,4.332
ATG16L1,3.145,1.745,2.949,2.563,3.703,2.094,2.503
ZCWPW1,1.771,2.653,1.816,2.772,0,1.788,1.927
CCDC157,2.208,1.745,1.632,1.789,3.038,0.8619,0.5528
NBDY,2.543,3.206,3.025,3.011,1.767,3.729,3.815
OXR1,5.264,5.495,5.262,5.468,3.038,4.366,4.578
FEZF2,0,0,0.5059,0,0,0,0
KIF26B,3.043,3.534,3.356,3.627,0,1.788,2.723
TMEM51,3.414,3.01,3.894,4.389,2.538,4.308,5.411
DMAC2,3.568,2.782,3.233,1.912,3.947,3.729,4.192
ATG2B,3.145,3.738,3.575,2.955,3.703,2.914,3.001
RALGPS2,2.543,2.782,2.868,2.836,0,1.788,1.52
BSDC1,4.815,4.748,4.779,4.471,3.703,4.674,4.606
ARHGAP17,4.752,4.391,5.095,4.53,3.408,3.897,4.46
TMEM39B,4.301,3.86,4.345,4.209,1.767,3.063,2.379
FANCL,2.006,1.978,1.422,2.405,1.767,1.398,0.9515
LARP1B,2.933,2.9,2.124,3.215,0,2.562,2.617
SRBD1,1.142,3.206,1.632,2.636,1.767,2.914,2.503
ANKZF1,3.33,1.978,3.296,3.262,3.038,2.094,2.503
PPP1R10,4.344,4.898,4.688,4.604,3.703,4.528,3.16
ELP3,2.933,3.01,3.72,3.117,3.408,3.729,3.434
HAUS2,4.815,4.748,4.253,5.041,7.252,4.674,2.914
MSTO1,2.208,1.745,1.978,2.025,1.767,1.788,1.264
TMEM33,5.044,4.65,4.712,4.727,3.947,4.674,5.013
CENPQ,0.6812,1.745,0,0.6905,0,2.094,0.9515
MSL2,3.895,3.86,3.852,3.663,1.767,3.815,3.083
MRPS18A,0.6812,0,0.5059,0,0,0,0.5528
RIC8B,2.815,3.01,3.167,2.706,1.767,1.398,1.927
PPP2R1B,2.933,3.01,2.491,3.436,3.408,3.063,1.738
NADSYN1,3.64,2.653,3.625,3.308,3.038,3.539,3.716
MAP1S,4.652,2.9,4.865,4.568,1.767,3.198,3.766
ATAD3A,2.208,1.467,2.595,2.706,1.767,1.398,2.503
BBS7,2.006,1.745,1.816,1.156,0,1.398,1.52
EXD2,2.933,3.01,3.296,2.13,0,1.398,2.617
TRIM62,1.771,1.122,2.257,1.156,2.538,0,1.52
NAT10,2.685,3.01,2.595,2.836,1.767,2.347,2.914
LRRC1,0.6812,0,1.176,0,0,0,0
SMU1,4.21,3.86,3.973,4.058,4.778,4.308,3.664
PTPA,4.581,3.917,4.12,3.215,3.703,3.815,4.264
CCDC25,3.043,3.111,3.025,2.836,4.156,3.321,3.37
YY1AP1,3.493,3.01,3.72,4.279,1.767,2.749,4.036
ELP2,4.962,4.748,4.865,5.054,6.949,5.271,3.766
PCMTD2,3.33,4.077,3.81,3.352,1.767,3.434,2.914
MRGBP,2.543,2.653,1.816,2.025,0,2.562,2.243
PPP2R5B,3.414,2.512,2.124,1.912,3.703,2.749,2.914
TMEM143,1.491,2.355,1.176,1.912,2.538,1.398,2.094
C7orf43,2.685,1.745,2.783,2.836,1.767,1.788,2.094
TMEM19,4.686,5.109,4.906,4.549,4.338,4.848,4.228
PPP2R5C,4.256,4.65,4.46,4.958,3.947,5.109,5.033
QRSL1,4.008,3.917,4.46,4.41,5.212,3.815,3.766
ZNF654,2.543,3.01,3.167,3.476,3.408,3.974,3.001
PPP2R5D,1.771,0.6671,0.8798,1.655,1.767,2.094,1.927
RBM41,3.414,3.917,3.414,4.004,0,2.562,3.233
ATXN7L3B,4.162,4.508,4.566,4.368,5.388,4.528,3.952
KLHL26,3.145,1.978,2.595,2.706,1.767,1.398,2.243
PI4K2B,1.771,0.6671,1.816,1.912,1.767,2.562,2.822
PPP4C,3.836,3.534,3.934,4.004,3.038,4.308,4.264
PEF1,2.685,3.01,3.098,2.636,2.538,3.434,3.16
RFK,2.543,2.179,1.632,2.227,3.038,3.729,3.083
TMEM144,3.24,4.174,2.949,3.011,5.752,3.321,4.228
RSAD1,2.543,3.01,2.595,3.011,2.538,3.063,3.233
AGPAT5,3.708,3.534,3.81,3.262,1.767,3.729,3.766
RNLS,0.6812,0.6671,1.632,0.9417,2.538,1.788,2.094
ACER3,5.953,6.207,5.83,6.748,8.347,6.156,6.169
SLC39A9,3.493,3.206,3.47,3.167,2.538,3.063,3.495
C19orf66,4.581,4.174,4.284,4.16,4.156,4.966,4.365
WDR33,4.21,4.545,4.284,4.53,4.156,3.815,3.862
TCP11L1,1.491,2.9,1.978,1.507,1.767,1.788,2.243
ABHD10,3.33,3.605,3.625,2.636,2.538,2.914,3.233
STK32B,1.142,1.122,1.816,1.789,0,0,1.264
PPP5C,0.6812,0.6671,1.422,0.3862,0,1.398,1.52
TMEM63B,0.6812,1.467,1.176,2.13,1.767,1.788,2.094
IMPACT,3.568,3.379,3.098,3.308,1.767,3.063,3.908
PIDD1,1.771,0.6671,2.257,1.507,0,1.788,1.52
PPP6C,4.112,4.508,4.154,4.368,4.778,4.117,4.812
LRRC59,1.491,2.653,2.949,3.308,1.767,1.788,3.001
PPT1,7.134,6.42,7.491,6.601,5.752,7.024,7.946
MCM10,0,0,0,0,1.767,0,0
ASPDH,0,0,0,0,0,0,0
GPALPP1,3.145,3.673,3.414,3.764,4.778,3.637,3.001
YOD1,1.771,2.782,2.124,2.486,1.767,2.749,2.243
CAMK2N1,4.256,4.025,3.674,2.486,6.491,2.914,1.927
CSGALNACT2,2.385,2.179,2.595,2.896,3.038,3.815,4.66
PRCC,2.385,1.122,2.595,2.636,0,3.063,2.723
NDUFAF7,3.414,3.86,4.432,3.764,3.947,3.539,3.233
ETNK1,5.286,5.033,5.309,5.806,4.646,4.627,5.296
CHST12,5.474,5.033,5.247,5.094,7.826,5.143,4.264
HES6,1.771,1.122,1.422,1.507,1.767,0.8619,0.5528
NOP10,4.061,3.111,3.47,3.352,3.038,4.183,5.869
SVOP,4.784,4.265,4.712,6.374,7.182,4.247,2.379
ELMOD1,4.256,3.8,4.188,4.368,5.617,3.198,1.264
MAML3,4.21,4.431,4.084,4.324,3.038,2.347,2.914
IL17RB,0,0.6671,0,0,0,0,0
ENOSF1,4.428,2.782,3.524,2.486,5.011,4.117,4.192
FOXRED1,1.771,1.978,2.491,2.636,3.408,2.094,2.094
SUPT20H,2.815,2.9,3.524,3.167,3.947,3.539,2.503
PRIM2,0,1.122,1.176,1.156,0,2.094,1.927
KIF27,2.543,3.917,2.783,2.563,2.538,2.562,2.243
UBE2Q1,3.953,4.265,4.188,4.058,3.408,4.476,4.763
MED29,3.895,3.8,3.81,4.16,5.011,3.974,3.952
VEZT,3.568,3.8,3.766,3.918,4.338,3.637,3.664
GOLGA2P5,,,,,,,
OTUD5,4.428,3.917,4.514,4.233,4.156,4.528,4.036
ANKRD10,5.605,6.42,5.599,5.89,5.875,5.003,4.927
OTUB1,4.008,3.86,4.315,3.976,3.947,4.763,5.074
PRR5,2.685,2.782,3.098,2.636,1.767,1.398,0.5528
TASP1,1.491,1.467,0.8798,1.342,1.767,1.398,1.52
TTC27,1.491,2.512,1.422,1.789,0,2.562,1.738
THUMPD1,4.876,4.953,5.214,5.157,5.011,4.927,4.738
POMGNT1,2.208,1.745,2.595,2.706,2.538,2.347,3.001
ZDHHC7,4.617,3.972,4.284,4.491,3.038,4.719,5.244
SMPD4,4.467,3.738,3.973,4.135,4.646,3.815,4.228
ZNF407,2.006,1.122,1.422,1.789,0,1.788,2.379
LRRC40,2.543,2.653,2.491,3.215,3.038,2.347,1.52
G2E3,3.568,4.077,3.72,3.796,3.038,3.198,3.61
TBC1D22B,1.491,1.122,2.692,1.655,0,2.347,2.094
SYBU,0.6812,0.6671,0.5059,0,1.767,0,0
BTBD2,3.24,3.111,3.72,2.836,1.767,4.047,4.52
OSGEP,3.64,3.295,3.524,3.554,3.408,3.063,3.553
RAB20,2.685,2.355,2.783,2.896,1.767,3.897,4.882
PRKAB2,2.815,3.111,2.868,2.405,3.947,3.321,2.243
RNF126,2.933,1.978,2.124,2.319,3.038,2.562,3.001
HIF1AN,4.99,4.174,4.906,5.31,5.115,3.637,3.862
CDC37L1,2.933,3.01,2.949,2.896,3.408,2.914,1.927
MFN1,2.933,3.01,1.632,2.955,3.947,2.749,2.243
PEX26,4.815,5.495,4.665,4.51,6.144,5.47,3.815
SLC30A6,3.145,3.206,3.025,3.308,3.408,3.063,2.617
IWS1,4.162,4.431,4.12,3.436,3.408,3.729,3.862
SCYL2,3.568,3.917,3.296,3.764,3.038,3.198,4.116
MREG,3.414,2.782,2.949,2.836,5.686,3.434,3.303
