Gene,Pat3.Myeloid,Pat1.Myeloid,Pat2.Myeloid,Pat5.Myeloid,MS2.Myeloid,MS4.Myeloid,MS5.Myeloid
CASP9,2.685,1.467,1.632,1.789,1.767,2.347,2.379
WDR24,0.6812,0,0.8798,1.342,1.767,1.788,0.9515
C2orf16,0,0,0,0,0,0,0
MAF1,4.544,4.581,4.591,3.697,3.947,4.674,4.812
BBOX1,0,0,0,0,0,0,0
ZDHHC18,0,0,0,0.6905,0,2.914,3.303
FYTTD1,3.708,4.126,4.487,4.53,3.408,3.897,4.398
CAMKK1,1.771,1.467,1.176,2.486,1.767,2.562,2.617
SLC37A3,2.385,2.9,2.124,2.319,2.538,2.094,0.5528
FLYWCH1,3.33,2.653,4.011,3.065,1.767,3.637,3.001
DCUN1D5,1.771,2.179,2.783,2.227,0,2.562,2.243
PSMG3,2.385,3.738,3.098,3.262,3.038,3.539,3.083
C9orf64,2.385,3.379,2.124,3.352,3.408,3.198,2.617
RPAIN,0.6812,0,1.816,1.912,3.703,1.788,2.379
POLDIP3,3.773,3.534,3.47,3.167,2.538,3.198,3.434
STK24,1.142,0,0,0.9417,1.767,2.094,0.9515
TMEM79,0.6812,0.6671,1.816,1.342,0,0,1.52
NTPCR,2.208,2.179,3.233,2.13,3.947,2.914,2.723
TMEM175,3.33,2.653,3.233,2.955,2.538,2.562,2.503
ING5,1.771,3.111,1.816,3.215,1.767,2.749,1.738
PHF6,5.91,5.957,5.648,5.182,6.77,4.719,3.495
UQCC2,2.208,2.179,2.491,1.342,0,2.562,3.61
TMEM246,0,0,0,0,1.767,0,0.5528
NUDT22,1.142,0.6671,1.176,1.156,0,2.094,2.503
ZNF397,6.323,6.44,6.153,6.331,6.602,5.496,4.398
MRPL45,2.815,2.782,3.233,3.011,1.767,3.198,3.766
BRMS1L,0.6812,1.467,0.8798,0.3862,3.038,0,0.9515
NAA38,3.145,2.782,3.167,2.563,3.947,4.117,4.365
CCDC77,2.006,2.653,1.816,1.507,1.767,2.347,1.264
ACBD6,1.142,1.745,2.124,1.655,3.703,2.094,3.083
METTL26,3.24,2.653,3.414,2.836,2.538,3.539,3.862
HVCN1,6.008,5.603,6.195,5.798,5.011,5.109,6.001
ELOF1,2.208,1.978,2.595,2.706,3.703,3.815,3.862
RECK,2.815,3.972,3.356,3.394,3.947,2.094,0
HPS3,2.933,3.86,3.098,2.025,0,3.321,2.379
CAVIN2,0.6812,0.6671,0,0,3.408,0.8619,0.5528
NCK2,5.194,4.616,4.926,4.658,3.408,2.562,4.606
CYSTM1,0,1.745,1.422,0.3862,1.767,1.788,3.664
DOT1L,2.006,2.653,3.098,2.955,0,2.347,2.503
LZTS2,2.006,1.978,2.257,2.486,3.038,3.815,3.16
SYVN1,3.64,3.917,3.81,4.233,3.703,3.063,3.495
ZNF333,3.895,3.673,3.414,4.491,3.038,2.749,2.243
EFCAB7,1.142,1.122,1.422,1.342,0,1.788,0
L3MBTL3,2.006,2.653,2.491,1.912,1.767,3.539,0.5528
PHYHIPL,0,0,0,0,4.338,0,0.9515
CUL4A,3.836,4.174,3.852,3.947,4.156,4.047,3.952
HOPX,0.6812,0.6671,0.8798,0,2.538,0,1.264
CUL1,3.568,3.738,4.375,4.11,4.156,3.897,3.995
PGBD1,1.771,2.653,2.257,2.486,3.408,2.094,0
ATRN,4.21,4.174,4.284,4.9,4.338,3.729,3.664
PARD6G,4.112,4.391,4.345,4.568,6.452,4.308,1.264
TTF2,4.387,4.508,4.315,4.693,5.544,3.974,3.766
ZBTB37,4.008,4.508,4.188,4.53,4.338,2.749,3.303
ST6GAL2,0,0.6671,0.5059,0.6905,0,1.788,0
ZNF594,2.933,3.605,3.167,3.828,4.5,2.562,2.243
KIRREL3,0.6812,0,0.5059,0.3862,3.038,0.8619,0.5528
TTBK1,0,0,0,0.3862,0,0,0
SUPT3H,2.385,1.978,1.632,2.227,2.538,1.788,0.5528
GLYR1,4.162,3.8,4.375,4.279,3.947,4.247,4.264
CCDC62,0.6812,1.122,0.8798,0,1.767,0,0
DPY30,2.543,3.459,3.025,2.486,3.408,3.198,3.716
GLIS2,,,,,,,
USP32,4.061,3.86,4.154,3.731,3.703,3.637,2.617
KDM2B,4.387,4.174,4.432,4.279,4.338,4.528,4.192
SLC9A7,1.491,1.745,1.978,3.011,0,4.966,4.882
PPP1R9B,4.061,3.459,3.766,3.215,3.038,5.24,4.606
SPATA22,,,,,,,
CAT,3.24,4.025,4.403,3.731,3.703,5.143,5.749
GTPBP3,1.771,1.978,2.491,2.486,1.767,0.8619,1.738
GPT2,0.6812,1.122,1.816,1.507,1.767,1.788,0.5528
PSRC1,3.043,3.295,3.625,2.025,3.408,1.398,2.503
PRRC2B,6.572,6.657,6.838,6.39,6.094,5.884,5.892
SPSB2,1.771,1.122,0.8798,1.507,3.038,1.398,0.5528
OGT,5.55,5.249,5.522,5.556,6.042,5.443,4.904
USP30,2.543,0.6671,1.978,2.836,3.038,2.347,2.503
B3GNT9,0,0,0,0,0,0.8619,0
KMT5C,1.491,0.6671,0.5059,0,0,1.788,1.738
HIRIP3,2.006,1.122,0.8798,0.9417,1.767,1.788,1.927
C19orf48,1.491,1.467,1.632,1.342,0,1.788,2.723
RAE1,3.145,3.111,2.783,3.117,0,2.914,3.495
CROCCP2,,,,,,,
OFD1,5.55,5.688,5.764,5.081,4.778,5.522,3.995
BUD13,2.006,2.512,1.816,2.319,0,2.914,3.083
PLCD4,0,1.122,0,0,0,0,0
RTN4IP1,0,1.122,0.8798,1.507,3.947,0,0.9515
TXNDC17,2.208,2.9,1.978,2.636,3.703,2.562,4.077
SEMA7A,2.208,2.782,3.47,3.627,2.538,2.094,1.738
USMG5,4.617,4.22,3.575,3.976,4.338,4.366,4.606
ZNF496,2.208,3.534,2.379,2.955,2.538,2.562,2.243
ATP1A1-AS1,0,0,0,0.6905,0,0.8619,0
TMEM25,1.491,1.122,0.8798,0.9417,2.538,2.094,0
CBR4,4.617,4.839,4.946,4.658,4.646,3.897,3.303
ZNF514,2.933,2.653,3.674,2.486,0,2.094,1.52
PARP10,3.64,1.467,2.379,2.955,3.408,3.815,2.503
C1orf198,1.491,1.122,0.8798,1.507,4.5,1.398,2.243
ADO,2.685,3.8,2.692,4.058,3.038,3.198,3.61
LINGO1,0,0,0,0,0,0,0
ATAD1,3.895,3.605,3.356,3.591,3.703,3.539,4.077
RNFT2,1.491,1.745,0.5059,0.9417,1.767,0,1.264
ZNF341,2.006,2.355,1.176,1.156,0,0,1.738
FAM136A,3.145,2.512,2.595,3.117,1.767,2.914,3.083
MAP4K3,2.385,3.459,2.868,2.636,0,3.637,2.379
TMEM87B,4.21,3.673,3.852,3.476,5.011,3.434,3.766
ZNF587,3.043,1.978,2.379,2.772,1.767,2.347,2.379
FAM222A,0.6812,1.122,0.8798,0,2.538,0.8619,0.5528
LRP11,1.491,1.122,1.422,1.342,0,1.398,1.927
SPRYD3,2.815,2.179,2.124,3.011,2.538,2.749,3.434
RITA1,1.142,1.745,1.176,1.156,3.408,2.914,1.52
ZNRF1,1.771,1.467,1.632,0.3862,1.767,2.347,1.264
WDR73,4.617,3.605,4.188,5.332,5.686,4.719,3.001
MAEL,1.142,0,0,0,0,0,0
PRPF38A,4.72,5.084,4.432,5.068,5.815,5.039,3.233
CGNL1,0.6812,1.467,0,0.3862,0,0,0
MPND,0.6812,1.122,0.5059,1.156,0,2.094,3.434
PPFIBP1,0.6812,1.122,0.8798,0.6905,3.947,0.8619,0.5528
FBXL20,5.709,5.568,5.672,5.647,6.239,5.176,4.606
LSM10,3.24,2.782,2.868,2.836,3.408,3.434,3.815
PNMA6A,0,0.6671,0,0,0,0,0.5528
PPFIA4,0,0,0,0,0,0.8619,0.5528
FAM222A-AS1,,,,,,,
RBM17,4.99,4.869,5.324,4.808,4.338,4.966,4.763
MGC16275,1.771,0.6671,1.632,0.3862,2.538,0,0
USP45,2.385,1.745,2.491,2.405,0,1.398,1.264
TMEM241,2.208,2.179,1.176,1.507,2.538,1.788,1.264
ARRDC1-AS1,2.006,1.467,1.632,0.9417,1.767,0.8619,1.264
PEX3,2.006,3.01,2.595,2.227,1.767,2.562,2.503
ENC1,3.568,3.111,3.167,2.319,1.767,2.749,2.379
NIPSNAP1,3.24,1.745,2.692,2.706,2.538,3.637,3.434
HAT1,3.145,2.512,2.949,2.636,2.538,2.562,3.553
GAS7,2.385,3.534,3.414,2.836,5.617,4.966,5.473
ATCAY,4.301,3.673,4.403,4.41,6.412,3.815,2.094
PPIL4,3.568,3.917,3.625,4.135,2.538,3.729,3.37
DGCR6L,2.385,2.179,1.816,1.789,0,3.897,3.553
CAMK1,2.006,0.6671,2.257,1.789,0,2.347,2.822
SYDE1,1.142,0,0.5059,0,0,0,0.5528
ZCCHC3,4.256,4.077,4.253,3.515,3.038,3.063,3.083
MICALL1,2.006,0.6671,1.978,1.342,2.538,1.398,1.738
TUBGCP6,2.815,3.206,2.124,2.836,1.767,2.749,1.927
KIAA1671,0,0,0,0,2.538,0,0
FAM207A,1.771,1.467,1.632,0.3862,1.767,2.562,2.094
AGPS,4.112,3.295,3.625,3.591,3.408,3.198,4.549
PPFIA3,0,0.6671,0,0,0,0,0
SLC45A3,0,0.6671,1.632,0.3862,2.538,3.434,2.379
LMO4,5.434,5.181,5.247,5.288,2.538,5.669,4.812
ZCRB1,3.836,4.174,3.934,3.515,1.767,4.247,5.013
CNTNAP4,0,0,0,0,1.767,0,0
KIAA1755,0.6812,0,0,0,0,0,0
CGGBP1,4.506,4.81,4.315,4.51,3.703,4.806,4.606
UNK,3.145,3.534,3.296,3.627,2.538,2.094,3.303
AP3B1,4.061,4.716,4.712,4.51,3.703,4.927,5.033
SELENOI,3.145,2.355,3.025,2.405,3.947,1.788,2.094
BLZF1,3.145,3.738,2.868,2.025,3.703,2.914,3.233
MAPKAPK5,4.162,4.581,4.22,4.824,5.875,4.806,4.192
MBD3L1,,,,,,,
PIAS1,5.513,6.196,5.764,5.774,4.646,5.597,5.834
CDC14B,2.933,3.605,4.345,3.663,3.947,2.347,2.094
CDC14A,2.385,2.355,2.124,2.706,3.703,2.562,1.264
TCAP,0,0.6671,0,1.156,0,0,0
PRPF18,2.006,0.6671,1.978,1.912,0,2.094,2.617
DENR,4.544,3.917,4.188,4.209,3.703,4.247,4.228
YARS,3.145,2.9,3.575,3.262,2.538,2.749,4.298
MADD,3.895,3.605,4.253,3.947,3.038,3.815,3.908
RRP1,4.686,4.47,4.591,4.854,5.875,4.674,3.434
MKNK1,7.241,6.64,6.734,7.204,5.388,3.434,4.763
AKR7A2,2.685,2.9,2.949,2.405,2.538,3.321,3.434
PRKRA,4.008,3.738,3.167,4.389,3.947,4.047,2.617
SCARF1,3.773,3.673,3.852,3.627,2.538,2.749,2.379
GTPBP10,5.513,5.603,5.247,5.488,7.058,5.496,4.116
NOP14,2.385,2.355,2.124,2.13,3.038,2.914,2.723
FAM193A,3.836,4.174,3.852,3.947,3.408,3.815,3.495
KLF7,3.64,4.545,4.12,4.209,2.538,3.974,3.766
PDE8B,1.142,1.745,0.8798,0,0,0.8619,0.9515
RFXANK,1.142,0.6671,0.8798,1.156,1.767,2.562,2.094
CBFA2T3,2.685,1.978,3.167,2.955,1.767,4.247,3.16
RTCA,3.568,4.265,3.81,3.436,0,3.198,3.862
SSNA1,3.24,2.355,3.414,3.011,3.038,3.321,3.952
DCHS1,1.491,0,2.124,0.6905,0,0,0
PTCH2,1.142,1.978,1.422,1.789,0,1.398,1.52
ABCB11,0,0,0,0,1.767,0,0
SOCS1,0,0.6671,1.176,0.3862,1.767,0.8619,0.5528
DDX3Y,4.162,5.249,4.779,0,5.468,0.8619,4.398
PDE5A,0,0,0.8798,0,2.538,0,0
DYNLL1,4.934,4.748,4.801,4.958,4.899,5.942,6.354
EIF3G,4.544,4.077,4.403,3.796,4.778,5.039,4.633
EIF3I,5.953,5.476,5.384,5.438,7.444,5.359,5.347
CBL,5.044,5.059,5.412,5.386,4.156,5.271,4.949
VAMP4,3.568,2.782,3.766,3.394,3.947,3.198,3.001
BECN1,1.771,2.355,2.379,2.13,0,3.063,3.61
DNAH11,0.6812,0.6671,0.5059,0,3.038,0,0
B4GALT2,0.6812,0.6671,0.5059,1.156,1.767,0,1.738
B3GALT1,0,0,0,0,3.947,0.8619,0
ABCC3,0,1.122,0.8798,2.636,3.038,3.434,3.716
NOL4,0,0,0.8798,0,1.767,0,0
PNPT1,5.044,4.683,5.247,5.365,6.602,4.806,3.664
MBTPS1,4.617,4.581,5.278,5.014,3.947,3.729,4.036
EDF1,4.652,3.86,4.315,4.824,4.5,5.003,5.473
CTSF,4.162,4.077,4.375,3.515,5.302,3.198,3.61
SNX3,5.454,4.926,5.294,4.64,5.388,6.399,6.722
CTNNAL1,0,0,0,0,0,0,1.264
RNMT,3.043,4.025,3.414,3.858,4.5,3.434,3.37
MYH13,0,0,0,0,0,0,0
ADAM23,0,1.122,0,0,0,0,0
CDS2,3.773,3.972,3.47,3.858,4.156,3.815,4.633
TNFRSF14,3.145,2.179,2.491,3.394,3.408,4.047,4.859
RAB11A,4.876,4.025,4.566,4.233,3.947,5.075,4.882
SNAP23,4.112,4.35,3.72,4.185,4.778,5.039,4.835
RGS11,0,0,0,0,0,0,0
RGS9,0,0,0,0,3.038,0,0
FBP2,,,,,,,
TNFRSF10B,4.99,5.181,4.688,5.565,4.338,3.198,3.61
ACTN2,0,1.122,0,0.6905,3.038,0,0
PEX11A,0.6812,0.6671,0.5059,1.156,0,0,0.9515
SUCLG2,3.64,4.174,3.414,3.308,2.538,3.974,4.036
IL18R1,0,0,0,0,0,3.815,2.617
DPM1,2.208,3.295,2.379,3.436,3.038,3.198,3.664
CDKL1,0,0,0,0.3862,1.767,0,0
DPM2,2.933,1.745,2.379,1.156,0,2.094,2.094
HESX1,0,0,0.8798,0.6905,0,1.788,0.9515
FGF17,,,,,,,
LIN7A,0,1.467,0,0,0,0,1.52
TMEM11,2.208,2.179,1.632,2.772,3.703,3.063,3.083
ANKRD13A,4.061,3.738,3.296,4.11,3.947,4.047,3.553
ALKBH1,2.006,1.122,2.124,2.706,0,1.788,2.503
CCK,0.6812,0,0,0.6905,0,0,0
ASAP2,0,0,0,0,0,0,1.264
PER2,3.33,3.01,3.025,3.011,1.767,1.398,1.52
SYNJ1,2.815,3.111,1.978,3.394,1.767,3.434,2.243
ST3GAL5,4.876,3.8,3.674,3.828,4.646,3.434,4.52
CDC123,3.836,3.917,4.616,4.604,3.947,4.476,4.429
ARHGEF7,4.112,4.077,3.894,4.084,1.767,2.914,3.001
RRP36,2.385,2.653,3.233,2.955,0,2.562,2.243
FUBP1,3.836,3.86,3.025,3.215,0,3.637,3.495
CDC16,4.506,5.059,5.059,4.389,4.5,4.183,4.332
MCM3AP,3.145,2.9,1.978,2.319,0,3.198,1.927
KRIT1,3.836,4.308,4.315,3.858,3.038,4.422,3.766
EIF2B4,3.24,2.512,3.296,3.167,1.767,2.094,2.723
EIF2B3,2.006,1.122,2.124,2.405,0,2.749,2.243
EIF2B2,2.685,1.745,3.098,2.405,1.767,0.8619,2.723
CPNE3,4.428,4.616,3.72,3.663,4.646,5.522,5.208
BUD31,1.771,0,1.632,2.405,1.767,2.347,2.243
CPNE1,4.876,3.917,4.403,4.324,5.115,4.528,4.365
AP1S2,3.414,3.738,3.766,3.731,4.156,6.122,6.303
AP1G2,3.043,2.782,3.356,2.706,3.038,3.063,3.16
AP1M1,6.162,6.063,5.636,5.602,7.841,5.843,4.46
BCL10,3.64,2.782,2.257,2.405,3.038,4.117,3.16
CCNC,3.24,3.206,2.949,4.058,1.767,3.063,2.503
BSN,0.6812,1.122,0,0.3862,0,0,0
RTL8C,4.301,2.782,3.296,3.394,4.156,2.347,3.083
SKAP2,6.661,6.731,7.045,6.39,5.875,6.267,6.913
WASF1,0.6812,1.122,0.8798,0,2.538,1.398,0.5528
TOP3B,,,,,,,
CDK5R2,,,,,,,
AP3D1,4.428,5.109,5.095,4.623,4.646,5.176,5.518
CCND3,3.145,1.467,2.595,2.319,3.947,3.539,2.914
P4HA2,0,0,0,0,0,0,0
USP13,3.414,2.782,3.575,2.706,1.767,3.063,1.264
LMLN,2.208,3.673,3.098,2.896,3.947,1.398,2.723
NAV1,4.428,3.972,4.823,3.947,3.703,4.183,4.686
FGD3,3.64,3.605,3.852,4.11,3.038,3.434,3.083
FCHSD1,2.385,1.978,3.167,2.13,1.767,1.398,1.52
ATG16L2,4.815,5.457,4.906,4.9,5.815,5.416,5.658
PLOD3,3.568,1.745,2.868,2.319,3.038,1.398,4.155
SLC25A21,0,0,0,0,1.767,0,0.5528
MAATS1,0,2.355,1.176,0.9417,3.703,0.8619,1.264
TMEM116,0,1.122,1.422,0.9417,0,0.8619,0.5528
UBE3B,3.33,4.025,3.973,3.394,1.767,3.434,3.37
C16orf45,0,1.467,0.5059,0,2.538,1.398,0.5528
RSPRY1,2.933,3.673,3.414,3.065,3.038,3.321,4.228
ACVR1,2.543,2.179,2.595,2.486,2.538,2.094,2.503
CCNG1,3.64,3.605,3.524,3.627,3.038,3.321,3.495
HAP1,4.581,4.683,4.665,5.014,6.566,4.719,3.001
FAM181A,0,0,0,0,0,0,0
ZNF30,2.815,1.745,2.379,2.025,3.038,0,0.5528
TAF1C,3.568,2.782,3.674,3.976,3.038,2.562,2.822
HS6ST2,,,,,,,
MPZL1,4.162,4.308,4.432,4.51,3.408,3.539,3.664
CCNH,3.33,3.534,3.167,3.889,1.767,2.347,3.37
MAP3K14,4.428,4.025,3.934,4.031,5.544,4.047,3.001
KIAA2013,5.017,4.35,4.403,4.87,3.947,4.422,4.712
BRSK2,0,0,0,0,1.767,0,0
HIP1R,0,0,0.5059,0,1.767,0,0
OTULIN,3.568,3.673,3.025,3.476,0,3.198,3.815
ZNF766,4.256,4.47,4.375,4.185,6.042,4.308,3.553
ZNF160,4.467,4.174,3.894,4.693,5.815,4.047,3.37
SEMA5A,0.6812,1.122,1.176,0.9417,1.767,0,0
DCAF15,2.385,3.111,2.595,2.405,0,2.347,2.503
UBE2M,2.385,1.122,1.632,2.955,3.408,2.347,3.716
IFT20,1.491,1.467,1.422,1.507,0,2.562,1.738
CCDC32,2.685,3.111,1.632,2.13,2.538,2.914,2.379
ATP6V1E2,1.142,0.6671,0,1.912,3.408,2.094,0.9515
RPL14,7.164,6.993,6.974,6.848,7.748,8.153,8.196
GADD45GIP1,3.24,2.653,3.098,2.896,2.538,3.434,4.036
TMEM263,3.33,3.01,3.414,3.308,2.538,2.347,2.822
CCNT2,5.096,5.336,5.231,5.593,4.778,3.729,4.228
SCRN2,2.685,2.512,2.595,3.308,3.038,2.749,1.927
MLIP,0.6812,1.122,0.5059,0,0,0,0
CCDC74A,0,0,0,0,0,0,0
PAPSS1,2.933,3.111,2.692,2.896,4.5,3.434,4.882
LYRM7,6.599,5.944,6.445,6.28,7.715,6.654,4.787
STARD13,1.771,2.782,0.5059,1.789,3.703,4.117,3.37
PIAS2,5.494,5.336,5.548,4.972,5.011,4.719,4.66
COX19,3.836,3.917,4.591,4.71,2.538,3.974,3.495
SYT7,0,0,0.5059,0,1.767,0,0
CARMIL3,0,1.122,0,0,0,0,0
CCDC126,2.006,1.978,0.5059,1.156,0,0.8619,1.52
ASH2L,3.895,2.9,3.575,2.955,1.767,2.914,3.553
PYGO2,3.708,3.206,3.098,3.215,1.767,3.815,2.914
LDB2,0,0.6671,0.5059,0,0,0,0.5528
CEP95,3.64,4.077,3.72,3.117,3.038,2.562,2.243
CCT6A,4.934,5.249,4.946,5.241,3.703,5.359,5.488
ANGEL2,4.008,3.972,4.048,4.451,4.156,3.063,3.37
PRMT9,2.208,1.745,2.124,2.486,1.767,1.788,2.822
EIF1AY,2.208,2.512,2.491,0,1.767,0.8619,2.822
JPT2,3.33,2.512,3.098,3.308,3.408,3.321,3.61
SPSB3,4.581,4.839,4.926,4.854,3.703,4.308,4.155
DMAC1,3.493,3.8,3.098,2.772,3.703,3.815,4.398
ZNF697,1.771,1.122,0,1.156,0,0,1.738
PIGQ,1.142,2.179,2.124,2.319,2.538,0.8619,2.094
TRIM41,3.414,3.01,2.491,3.117,3.038,3.198,3.37
ADCK2,3.568,4.077,3.296,3.591,3.038,3.198,3.995
USP2,1.142,0.6671,1.176,0,2.538,0,2.617
KIFC2,,,,,,,
USP10,3.414,4.308,4.375,3.697,5.212,3.637,3.303
USP8,6.087,6.488,6.153,6.13,7.382,5.903,5.562
CERS5,3.64,3.01,2.868,2.896,2.538,1.788,2.914
DPP9,5.17,4.98,5.468,5.169,6.192,5.208,5.363
MTA1,3.953,4.077,4.315,4.568,3.947,4.247,3.083
IGFN1,0,0,0,0,0,0,0
SEC22C,2.543,1.467,2.491,2.563,0,1.788,1.738
INA,0.6812,0,0,0,0,0,0
SLC16A3,5.096,4.391,5.198,5.829,1.767,4.422,5.427
BOD1,2.385,1.978,1.978,3.167,3.038,1.788,1.927
FAM50A,4.008,3.459,3.575,3.627,3.408,3.974,3.952
AIFM1,2.208,3.01,2.595,1.912,2.538,3.063,3.303
GUSBP11,3.836,2.782,3.852,3.436,3.038,2.914,2.914
DDX60L,4.344,5.133,4.46,4.71,0,3.897,4.578
ANKRD40,4.784,4.581,4.46,4.004,3.703,4.117,3.952
UAP1L1,1.771,1.978,2.379,2.563,3.038,3.063,3.303
ARHGEF1,4.686,4.025,5.164,4.004,3.038,4.422,2.822
ATG12,5.017,5.227,4.926,4.675,3.947,4.308,4.763
BTF3L4,3.64,3.605,4.12,4.185,4.338,4.476,4.298
PDCD5,2.933,3.673,1.978,3.352,3.038,2.749,2.094
SYNGR3,0,0,0,0,0,0,0
SYNGR1,3.493,3.459,3.852,3.394,1.767,2.562,2.094
HGS,0,0,0,0,1.767,0,0
NEURL1,0,0,0,0,0,0.8619,0
CTDP1,2.006,2.355,3.025,1.789,3.038,3.063,2.617
UBXN11,1.142,0,0.5059,0,2.538,1.788,0.5528
FIBP,3.493,2.179,3.296,2.706,3.038,2.749,3.434
RPS19BP1,3.568,3.534,3.025,3.011,2.538,3.974,3.995
PCSK7,0,0,0,0.6905,0,0,0.5528
DGKI,0.6812,1.745,0.5059,0,3.408,0,0
ATPAF2,2.685,2.355,1.816,1.342,3.038,2.749,3.303
MFSD4B,6.884,6.535,6.351,7.142,8.67,6.678,4.787
LIN52,3.043,3.379,3.356,4.346,4.156,2.914,1.927
ZNF804A,0,0.6671,1.632,0,0,0.8619,1.738
NXPE3,4.21,3.379,3.575,3.476,5.011,3.815,3.61
MYLK3,3.24,3.01,2.868,2.405,4.778,2.562,0.9515
ZW10,2.006,2.355,2.124,1.789,1.767,1.398,1.264
BUB3,4.428,4.35,4.514,4.727,4.338,4.308,4.077
CHRDL1,0.6812,0,0.5059,0,0,0,0
MARVELD3,2.933,1.467,1.816,2.405,4.646,0,0.9515
SLC24A1,0,1.745,1.632,1.507,0,0.8619,0.5528
TTC5,3.24,2.653,3.098,2.486,3.408,3.321,3.61
NDUFAF2,1.491,2.355,1.816,1.342,3.947,1.398,2.822
LINC00923,0,1.122,0.8798,0.3862,3.703,0.8619,0
SLC33A1,4.544,5.084,4.591,4.346,4.899,4.476,4.228
ACVR2A,1.491,1.978,1.978,2.636,1.767,1.788,1.927
DCLK1,0.6812,0.6671,0.8798,0,0,0,0
ZMYM3,3.145,3.917,4.084,3.663,2.538,3.815,4.077
LRRFIP2,3.414,2.512,3.233,3.011,3.408,1.788,3.16
OXNAD1,0.6812,1.745,1.422,1.342,1.767,2.749,1.52
MTDH,7.218,7.309,6.806,7.072,6.452,7.051,6.989
VAPB,3.568,3.111,3.356,3.515,3.408,2.749,3.303
UBTD2,1.491,0,2.124,0.9417,0,2.562,2.503
MTA2,2.933,2.653,3.414,3.352,1.767,2.562,2.503
LINC01278,2.685,3.673,3.167,2.563,2.538,3.063,3.61
LMBRD2,2.933,1.978,2.595,3.476,3.038,3.063,2.723
MRPS36,0.6812,3.111,3.025,2.636,1.767,3.321,3.766
ZNF461,0.6812,1.122,1.176,1.342,0,0.8619,0.5528
RAB11B,4.428,4.35,4.965,4.471,3.703,4.047,5.547
TMEM129,3.24,3.01,2.595,3.476,3.038,3.321,3.083
STRADA,0,0,0.5059,0.3862,1.767,0.8619,0
GORAB,2.685,3.379,3.098,3.591,3.703,1.398,1.927
NAF1,2.933,2.355,2.595,2.563,3.038,1.398,1.927
CCPG1,2.933,2.179,1.632,2.706,2.538,3.063,3.434
SPSB4,0,0,0,0,0,0,0
PXYLP1,1.142,1.467,0,0,1.767,0.8619,0.5528
TBRG4,2.208,2.355,2.783,2.319,1.767,3.198,2.243
PNMA1,2.006,3.206,2.692,1.912,3.703,2.749,2.379
SPECC1,5.146,5.621,5.851,5.132,3.947,4.247,3.862
NUMBL,2.385,1.467,1.422,2.025,2.538,2.562,1.52
AIMP1,4.581,4.65,4.514,4.368,3.038,4.366,3.952
TSPOAP1,1.771,1.122,1.632,2.13,1.767,0,0.9515
PDLIM7,1.142,0.6671,1.422,1.342,0,2.347,2.243
CYTH3,4.506,4.65,4.253,5.673,3.038,3.198,4.116
CYTH2,3.33,3.379,3.934,3.976,2.538,3.897,3.37
CYTH1,2.208,3.673,3.356,4.135,4.156,4.308,4.763
FAM114A1,2.385,2.782,3.575,4.51,0,2.347,2.723
TMEM169,1.771,0.6671,0.8798,1.789,2.538,0,0.9515
ITGB1BP1,3.568,3.111,3.356,2.636,4.646,3.637,3.952
DPH7,3.24,3.379,3.625,3.117,3.947,3.198,2.617
BCL7C,1.771,1.745,2.949,1.912,1.767,3.321,3.61
SHKBP1,4.008,4.025,4.432,3.796,4.156,3.434,4.904
CD9,1.142,3.605,2.257,3.117,4.338,6.017,8.157
MED14,4.301,3.738,3.356,4.256,1.767,4.247,3.303
NPIPA1,,,,,,,
IMP4,2.933,2.355,2.491,3.065,3.408,3.198,3.37
HNRNPLL,3.493,4.025,3.674,3.262,0,2.562,3.908
ATP6V1F,5.044,5.293,5.262,4.808,5.388,5.388,7.468
TEX30,1.142,0.6671,2.692,2.025,1.767,0.8619,1.264
ZNF235,0.6812,0,0.8798,0.3862,1.767,0,1.738
TMEM44,1.771,0,1.422,1.912,3.947,2.562,1.264
NREP,2.006,2.653,2.949,2.405,0,3.434,2.914
COPS2,3.953,2.782,3.72,3.262,4.646,3.198,3.815
IGSF8,3.414,2.512,3.414,3.308,3.038,2.914,3.553
PGAP3,2.208,1.122,1.176,2.563,0,2.562,2.243
TRIP10,3.33,3.738,3.47,2.896,3.408,3.974,3.766
HMGN3,4.506,4.748,4.284,4.604,4.338,4.528,4.66
TRIP4,2.543,3.01,3.098,3.394,3.038,1.788,3.434
GTF3C3,3.33,3.206,3.414,3.394,1.767,2.094,3.001
HAUS8,0.6812,1.122,1.422,0.3862,2.538,1.788,1.52
B4GALT5,1.142,2.355,1.978,1.912,1.767,2.347,4.332
MVB12A,2.385,2.355,3.025,3.215,0,2.094,2.617
MMGT1,3.145,2.782,3.167,2.772,3.038,3.729,3.434
SNAP29,5.658,5.397,5.611,5.584,6.284,4.888,5.133
EFTUD2,3.493,3.295,3.356,3.591,1.767,2.914,4.116
ARMC6,1.491,1.467,1.978,2.13,1.767,2.914,2.914
TAOK2,3.145,2.179,3.233,2.955,2.538,3.637,3.434
MAPK1IP1L,4.544,4.953,4.779,5.014,4.899,5.039,5.488
SLC9A3R2,0,0,0,1.342,0,0,0
LHX2,0,0,0.5059,0,0,0.8619,0.9515
TBC1D31,1.771,1.467,1.632,0.3862,2.538,1.398,0.9515
PPIG,6.526,7.071,6.905,6.832,6.37,6.088,6.295
LONP1,2.933,2.179,2.257,2.13,0,1.788,3.303
FBXO44,2.006,2.355,1.632,3.308,3.703,1.788,1.264
CPNE6,0,0,0,0,0,0,0
